"Word","Frequency"
"throbbing",1
"throttle",93
"tidy",1
"tighten",1
"time",65
"timely",99
"timid",1
"tired",184
"tiring",1
"tit",1
"title",249
"toast",1
"tobacco",146
"togetherness",1
"toil",1
"toilet",266
"toll",174
"tomorrow",240
"top",77
"topnotch",1
"tops",266
"torn",177
"tornado",146
"torture",146
"torturous",1
"touched",172
"tough",56
"tougher",37
"toughest",207
"tout",170
"tower",73
"towering",207
"toxic",147
"track",257
"tract",1
"traction",177
"trade",16
"traditional",93
"tragedies",213
"tragedy",157
"tragic",253
"tragically",1
"transaction",93
"transcript",1
"transitional",2
"transparency",93
"transparent",146
"trap",93
"trapped",36
"trash",249
"trashed",1
"trauma",184
"traumatic",26
"traumatized",249
"travail",87
"traveling",48
"travesty",93
"treacherous",1
"treachery",1
"treadmill",1
"treasure",177
"treat",122
"tree",99
"tremendous",192
"tremendously",231
"trend",16
"tribe",93
"tribute",184
"tricked",93
"trickery",93
"tricky",177
"trip",219
"tripping",1
"trivialize",1
"troll",114
"trophy",1
"trouble",99
"troubled",207
"troubles",146
"troubling",177
"truck",75
"true",103
"trump",2
"trumpet",1
"trust",80
"trusted",282
"trusting",1
"truth",169
"tumultuous",1
"turmoil",177
"tutor",146
"twin",16
"twist",177
"twisted",146
"twitch",146
"ugh",1
"ugly",26
"ultimate",249
"ultimately",1
"unable",147
"unacceptable",146
"unaccounted",1
"unaffected",131
"unanimous",249
"unavailable",146
"unaware",249
"unbearable",1
"unbelievable",278
"unbelievably",26
"unbreakable",93
"uncertain",114
"uncertainties",1
"uncertainty",172
"unclear",16
"uncomfortable",93
"uncomfortably",1
"unconfirmed",177
"unconscionable",93
"uncontrollable",146
"uncontrollably",1
"uncontrolled",93
"uncover",1
"uncovers",1
"undamaged",213
"underestimate",177
"underestimated",177
"underline",1
"undermine",93
"understandable",93
"understanding",94
"understated",1
"understatement",249
"undertaking",177
"undesignated",1
"undignified",1
"undisclosed",1
"undivided",1
"uneasy",93
"uneducated",1
"unemployed",1
"unemployment",146
"unethical",93
"unexpected",282
"unfair",177
"unfamiliar",231
"unfinished",1
"unfit",93
"unfold",106
"unforeseen",177
"unforgettable",146
"unforseen",1
"unfortunate",2
"unfortunately",106
"unfounded",207
"unfurnished",231
"ungrateful",93
"unhappy",1
"unhealthy",177
"unhelpful",177
"unidentified",1
"unimaginable",64
"unimaginably",1
"uninsured",207
"uninterested",1
"unique",87
"unison",1
"united",127
"unity",16
"university",282
"unknown",176
"unknowns",93
"unlawful",93
"unlikely",146
"unlimited",177
"unmatched",93
"unnatural",1
"unnecessarily",93
"unnecessary",207
"unnoticed",2
"unoccupied",1
"unofficial",64
"unpaid",1
"unparalleled",177
"unplanned",1
"unpleasant",93
"unpopular",1
"unprecedented",155
"unpredictability",207
"unpredictable",155
"unpredictably",1
"unprepared",93
"unreachable",1
"unreal",189
"unreasonable",1
"unreasonably",1
"unrelenting",266
"unreported",1
"unrest",249
"unsafe",166
"unscathed",2
"unscheduled",231
"unseasonably",93
"unselfish",1
"unsettled",1
"unsettling",146
"unsold",1
"unspeakable",1
"unspecified",1
"unstable",249
"unsuccessful",1
"unsung",2
"unsure",282
"unto",1
"untold",93
"untouched",195
"unusable",93
"unusual",231
"unusually",146
"unverified",1
"unwanted",207
"unwavering",93
"unwilling",1
"unworthy",1
"unwritten",1
"unyielding",1
"upbeat",146
"upgraded",93
"upheaval",1
"uphill",93
"uplifting",2
"uproot",1
"upset",48
"upsets",1
"upsetting",231
"urgency",231
"urgent",203
"usable",1
"useable",93
"useful",189
"useless",80
"usual",149
"usurped",1
"utility",249
"utterly",48
"vacancy",266
"vacation",2
"vague",93
"vain",93
"valiant",1
"valiantly",1
"validity",93
"valuable",64
"vanish",146
"variable",146
"varied",1
"variety",146
"vary",1
"varying",146
"veer",1
"venerable",1
"vengeful",1
"venom",93
"vent",231
"verge",146
"verification",93
"verified",231
"verily",1
"veritable",1
"versus",93
"veteran",1
"vetoed",1
"vibrant",146
"vice",1
"vicious",177
"victim",149
"victims",24
"victory",26
"viewable",1
"vigil",1
"vigilant",249
"vile",177
"violate",1
"violating",1
"violations",93
"violence",146
"violent",93
"violently",1
"virgin",1
"virus",207
"vision",266
"visit",183
"visitor",1
"vital",141
"vivid",1
"vociferously",1
"volatile",73
"volatility",231
"volcano",16
"volunteer",111
"volunteers",201
"vote",106
"voucher",177
"vow",93
"vulgar",1
"vulnerability",93
"vulnerable",58
"wages",266
"wait",104
"wanting",281
"war",178
"warm",212
"warmer",266
"warmly",177
"warmth",177
"warn",127
"warned",94
"warning",131
"warnings",26
"warns",174
"warp",1
"warranty",93
"warrior",1
"wary",207
"waste",182
"wasted",231
"wasteful",1
"wasting",177
"watch",137
"watchdog",231
"waterproof",1
"watery",1
"waver",207
"weak",146
"weaken",1
"wealth",93
"wealthy",1
"wear",169
"weary",207
"wedge",1
"weed",282
"weeds",1
"weep",177
"weeping",93
"weigh",146
"weight",249
"weird",94
"weirdo",1
"welcome",150
"welcomed",186
"well",260
"wellbeing",146
"wen",1
"whack",93
"whatever",242
"whatsoever",146
"whereabouts",177
"whereas",1
"wherein",1
"whilst",146
"whine",1
"whining",93
"whirlwind",177
"white",118
"whoa",207
"wholeheartedly",1
"whomever",146
"whore",1
"wicked",282
"widespread",266
"wild",21
"wilderness",1
"wildfire",204
"wildly",1
"willing",267
"willingly",146
"willingness",177
"win",222
"windfall",1
"winner",266
"winners",231
"winning",99
"winnings",231
"wins",118
"wireless",37
"wisdom",231
"wise",266
"wisely",177
"witch",146
"withdraw",146
"withstand",93
"witness",266
"witnesses",93
"witty",1
"won",114
"wonder",250
"wonderful",19
"wonders",93
"wont",119
"word",215
"words",112
"work",50
"worked",295
"working",273
"works",250
"worn",177
"worried",275
"worries",58
"worry",267
"worrying",48
"worse",79
"worsen",80
"worsened",177
"worsening",231
"worsens",231
"worship",93
"worst",72
"worth",281
"worthless",1
"worthwhile",249
"worthy",282
"wound",93
"wow",267
"wrath",146
"wreaked",93
"wreck",177
"wrecked",1
"wrestling",1
"wretch",1
"writeoffs",37
"writer",207
"wrong",18
"wrongly",1
"wrought",146
"yay",249
"yell",1
"young",263
"younger",146
"youth",131
"youthful",1
"zapped",1
"zealot",1
"zip",1
"zombie",1
